IATA,ICAO,Name,Latitude,Longitude,UTC Offset (s),Max Runway Length (ft),Airlines
LAE,AYNZ,Lae Papua New Guinea,-6.5697,146.726,36000,8007,
LAF,KLAF,Lafayette IN,40.4119,-86.9367,-18000,6590,NW
LFT,KLFT,Lafayette LA,30.2053,-91.8878,-21600,8053,"DL,DVH,NW"
LOO,DAUL,Laghouat Algeria,33.7639,2.9272,3600,2500,
LOS,DNMM,Lagos Nigeria,6.5767,3.3192,3600,12780,"AF,DL,KLD,KL,ME,PAH,VSD"
LHE,OPLA,Lahore Pakistan,31.5214,74.4042,18000,11042,SV
TER,LPLA,Lajes AB Azores,38.7617,-27.0906,-3600,10871,PAH
LCH,KLCH,Lake Charles LA,30.1258,-93.2228,-21600,6520,NW
TVL,KTVL,Lake Tahoe CA,38.8939,-119.995,-28800,8548,RW
LAL,KLAL,Lakeland FL,27.9889,-82.0181,-18000,8504,
LKL,ENNA,Lakselv Finnmark Norway,70.0689,24.9739,3600,9114,
LBQ,FOGR,Lambaréné Gabon,-0.7042,10.2456,3600,7172,
SUF,LICA,Lamezia Terme Italy,38.9064,16.2417,3600,9783,AZ
LMP,LICD,Lampedusa Italy,35.4978,12.6181,3600,5901,
LNY,PHNY,Lanai City Hawaii United States,20.7856,-156.951,-36000,5017,
LDV,LFRJ,Landivisiau France,48.5303,-4.1508,3600,8854,
LUV,WAPL,Langgur Indonesia,-5.6617,132.731,32400,4265,
LGK,WMKL,Langkawi Malaysia,6.3328,99.7328,25200,12559,
LFI,KLFI,Langley AFB VA,37.0828,-76.3603,-18000,10019,
LAI,LFRO,Lannion France,48.7542,-3.4714,3600,5551,
LAN,KLAN,Lansing MI,42.7781,-84.5867,-18000,8520,"DL,DVH,NCA,NW"
ACE,GCRR,Lanzarote Spain,28.9453,-13.6042,-3600,7886,
LHW,ZLLL,Lanzhou China,36.5153,103.621,28800,11828,MU
LRD,KLRD,Laredo TX,27.5431,-99.4611,-21600,8225,NW
LCA,LCLK,Larnaca Cyprus,34.875,33.6242,7200,9814,"SUD,ME,ROH"
LPA,GCLP,Las Palmas Spain,27.9317,-15.3856,-3600,10265,"KLD,PAH,HVD"
LAS,KLAS,Las Vegas NV,36.08,-115.152,-28800,14495,"AM,RW,AS,DL,DVH,NW,PAH,VS,VSD,WAH,WS,WSH"
LTL,FOOR,Lastourville Gabon,-0.8331,12.75,3600,6234,
LBE,KLBE,Latrobe PA,40.2756,-79.4042,-18000,8228,DVH
LST,YMLT,Launceston Australia,-41.5453,147.214,39600,6508,VA
LWM,KLWM,Lawrence MA,42.7167,-71.1231,-18000,5009,NEH
LAW,KLAW,Lawton OK,34.5675,-98.4164,-21600,8627,DVH
LEH,LFOH,Le Havre France,49.5339,0.0881,3600,7559,
LTQ,LFAT,Le Touquet France,50.5147,1.6275,3600,6061,
LXV,KLXV,Leadville CO,39.2192,-106.3164,-25200,6410,WAH
LEB,KLEB,Lebanon NH,43.6256,-72.3042,-18000,5490,NEH
LBA,EGNM,Leeds Bradford United Kingdom,53.8656,-1.6606,0,7420,KL
LWR,EHLW,Leeuwarden Netherlands,53.2286,5.7606,3600,7828,KLD
LEJ,EDDP,Leipzig Germany,51.4239,12.2358,3600,11786,KLD
LKN,ENLK,Leknes Nordland Norway,68.1525,13.6092,3600,3111,
BJX,MMLO,Leon Mexico,20.9928,-101.481,-21600,11501,"AM,DL,NW"
YQL,CYQL,Lethbridge AB Canada,49.63,-112.7994,-25200,6492,WAH
LET,SKLT,Leticia Columbia,-4.1917,-69.9419,-14400,6193,PAH
LWB,KLWB,Lewisburg WV,37.8581,-80.3992,-18000,7011,"DVH,PAH"
LWS,KLWS,Lewiston ID,46.3742,-117.015,-28800,6523,"RW,AS,DL,NW"
LWT,KLWT,Lewistown MT,47.0492,-109.467,-25200,6087,NW
LEX,KLEX,Lexington KY,38.037,-84.6054,-18000,7010,"DL,DVH,NW"
LXA,ZULS,Lhasa China,29.2956,90.9178,28800,13123,
LSW,WITM,Lhoksumawe Indonesia,5.2264,96.9503,25200,2500,
LIR,MRLB,Liberia Costa Rica,10.5931,-85.5442,-21600,9004,"DL,DVH"
LBV,FOOL,Libreville Gabon,0.4581,9.4117,3600,9896,AF
LGG,EBLG,Liege Belgium,50.6372,5.4431,3600,11903,
LIF,NWWL,Lifou Loyalty Islands New Caledonia,-20.775,167.24,39600,3612,
LIH,PHLI,Lihue HI,21.975,-159.338,-36000,6533,"AS,DL,DVH,HA,WSH"
LJG,ZPLJ,Lijiang City China,26.6792,100.246,28800,9843,
LIL,LFQQ,Lille France,50.5617,3.0892,3600,9284,AF
LLW,FWKI,Lilongwe Malawi,-13.7828,33.7775,7200,11616,"KQD,KQ,KLD"
LIM,SPJC,Lima Peru,-12.0214,-77.1139,-18000,11564,"AR,AM,AF,DL,KLD,KL,NW,PAH"
LXS,LGLM,Limnos Greece,39.9169,25.2364,7200,9892,
LIG,LFBL,Limoges France,45.8628,1.1794,3600,8200,
LNK,KLNK,Lincoln NE,40.8508,-96.7592,-21600,12930,"DL,NW"
LPI,ESSL,Linkoping Sweden,58.4064,15.6794,3600,7134,KL
LNZ,LOWL,Linz Austria,48.2353,14.1881,3600,9811,KLD
LIS,LPPT,Lisbon Portugal,38.7806,-9.135,0,12495,"UX,AF,AZD,DVH,KLD,KL,PAH"
LIT,KLIT,Little Rock AR,34.7294,-92.2242,-21600,8280,"DL,DVH,NW"
LZH,ZGZH,Liuzhou China,24.3667,109.533,28800,8333,
LPL,EGGP,Liverpool United Kingdom,53.3331,-2.8489,0,7490,KLD
LVI,FLLI,Livingstone Zambia,-17.8217,25.8228,7200,2500,"KQD,KQ"
LJU,LJLJ,Ljubljana Slovenia,46.2236,14.4575,3600,10819,AF
MTS,FDMS,Lobamba Swaziland,-26.5292,31.3075,7200,8535,
LOI,FNLB,Lobito Angola,-12.3711,13.5367,3600,2500,
LGU,KLGU,Logan UT,41.7911,-111.851,-25200,9099,DL
LFW,DXXX,Lome Togo,6.1653,1.2531,0,9876,"AF,KLD"
YXU,CYXU,London ON Canada,43.0356,-81.1539,-18000,8839,"DVH,NW,WSH"
SEN,EGMC,London Southend United Kingdom,51.5714,0.6956,0,5933,
LCY,EGLC,London-City United Kingdom,51.5053,0.055,0,4930,DVH
LON,EGCR,London-Croydon United Kingdom,51.3556,-0.1267,0,1692,
LGW,EGKK,London-Gatwick United Kingdom,51.1481,-0.1903,0,10352,"DVH,NW,HV,HVD,VS,VSD,WSH"
LHR,EGLL,London-Heathrow United Kingdom,51.4744,-0.46,0,12786,"SUD,AM,AF,AZ,DL,DVH,KQD,KLD,KL,ME,NA,PAH,SV,VA,VN,VS,VSD"
LTN,EGGW,London-Luton United Kingdom,51.8742,-0.3675,0,7075,AF
MSE,EGMH,London-Manston United Kingdom,51.3422,1.3453,0,2500,KLD
STN,EGSS,London-Stansted United Kingdom,51.8844,0.2344,0,10018,
LDB,SBLO,Londrina Brazil,-23.3303,-51.1367,-7200,6904,GLO
LGB,KLGB,Long Beach CA,33.8175,-118.1506,-28800,10003,"RW,ASH,DL,DVH,NW"
LRE,YLRE,Longreach Australia,-23.4342,144.28,36000,6360,KLD
DJL,LFSD,Longvic AB France,47.2672,5.0856,3600,7870,
LYR,ENSB,Longyear Norway,78.2458,15.465,3600,7977,
LDH,YLHI,Lord Howe Island Australia,-31.5378,159.077,39600,2905,VAH
LTO,MMLT,Loreto Mexico,25.9892,-111.348,-21600,7296,DVH
LRT,LFRH,Lorient France,47.7606,-3.44,3600,7874,
LAX,KLAX,Los Angeles CA,33.9425,-118.4075,-28800,12078,"SU,AM,AF,RW,ASH,CI,MU,CZ,DL,DVH,GA,KL,NA,NW,PAH,SV,VA,VS,WAH,WS"
LMM,MMLM,Los Mochis Mexico,25.6844,-109.081,-25200,6579,AM
SDF,KSDF,Louisville KY,38.1744,-85.736,-18000,11666,"DL,DVH,NW"
LDE,LFBT,Lourdes France,43.1786,-0.0064,3600,9853,
LAD,FNLU,Luanda Angola,-8.8581,13.2306,3600,12203,"AF,KL"
LPQ,VLLB,Luang Prabang Laos,19.8969,102.161,25200,8216,VN
LBB,KLBB,Lubbock TX,33.6633,-101.823,-21600,11538,"DVH,NW"
LUZ,EPLB,Lubin Poland,51.2319,22.6903,3600,8231,
FBM,FZQA,Lubumbashi Democratic Rep Congo,-11.5908,27.5306,7200,10354,"KQD,KQ"
LKO,VILK,Lucknow India,26.7617,80.8831,19800,8994,
LUG,LSZA,Lugano Switzerland,46.0061,8.9172,3600,4540,
LUA,VNLK,Lukla Nepal,27.6878,86.7314,19800,1616,
LLA,ESPA,Luleå Sweden,65.5439,22.1192,3600,10964,
LBN,FQLU,Lumbo Mozambique,-15.0439,40.6772,7200,4921,
LYA,ZHLY,Luoyang China,34.7506,112.4,28800,2500,MU
MLA,LMML,Luqa Malta,35.8558,14.4764,3600,11643,"AZ,HV,HVD"
LUN,FLLS,Lusaka Zambia,-15.3306,28.4522,7200,2500,"KQD,KQ"
LUW,WAMW,Luwuk Indonesia,-1.0389,122.772,28800,2500,
LUX,ELLX,Luxembourg City Luxembourg,49.6264,6.2114,3600,13145,"KLD,KL"
LXR,HELX,Luxor Egypt,25.6706,32.7064,7200,9868,SV
LWO,UKLL,Lvov Ukraine,49.8125,23.9561,7200,8463,
LYC,ESNL,Lycksele Sweden,64.5472,18.7178,3600,6798,
LYH,KLYH,Lynchburg VA,37.3269,-79.2004,-18000,7113,DVH
LYS,LFLL,Lyon France,45.7253,5.0906,3600,13154,"SUD,AF,DVH,KL"
MST,EHBK,Maastricht Netherlands,50.9114,5.7694,3600,8771,KLD
MCP,SBMQ,Macapá-Pará Brazil,0.0506,-51.0703,-7200,6934,
XMS,SEMC,Macas Ecuador,-2.2992,-78.1206,-18000,8202,
MFM,VMMC,Macau Macau,22.1492,113.591,28800,11048,
MCZ,SBMO,Maceió Brazil,-9.5106,-35.7917,-7200,8544,"DVH,GLO"
MKY,YBMK,Mackay Australia,-21.1717,149.179,36000,6521,VA
MCN,KMCN,Macon GA,32.6928,-83.6492,-18000,6507,"DL,DVH"
FNC,LPMA,Madeira Funchal Portugal,32.6942,-16.7778,0,9127,"UX,DVH,HVD"
MED,OEMA,Madinah Saudi Arabia,24.5528,39.705,10800,14292,"ME,SV,SVD"
MSN,KMSN,Madison WI,43.1394,-89.3375,-21600,9007,"DL,DVH,NCA,NW"
MAD,LEMD,Madrid Spain,40.4717,-3.5592,3600,14312,"SUD,AR,AM,UX,AF,DL,DVH,KLD,KL,PAH,SV"
IXM,VOMD,Madurai India,9.835,78.0883,19800,7518,
GDX,UHMM,Magadan Russia,59.9106,150.72,39600,11307,SUD
MGD,SLMG,Magdalena Bolivia,-13.2583,-64.0617,-18000,4519,PAH
MQF,USCM,Magnitogorsk Russia,53.3925,58.7553,18000,10661,SUD
MJN,FMNM,Mahajanga Madagascar,-15.6667,46.3508,10800,7252,
VVB,FMMH,Mahanoro Madagascar,-19.8333,48.8,10800,4429,
MXT,FMMO,Maintirano Madagascar,-18.0514,44.0425,10800,4265,
MKP,NTGM,Makemo French Polynesia,-16.5839,-143.658,-39600,4921,
MCX,URML,Makhachkala Russia,42.8164,47.6519,10800,9301,
MKU,FOOK,Makokou Gabon,0.5831,12.9167,3600,2500,
MKJ,FCOM,Makoua Congo,-0.0208,15.5747,3600,5828,
SSG,FGSL,Malabo Equatorial Guinea,3.755,8.7083,3600,9674,AF
AGP,LEMG,Malaga Spain,36.6728,-4.4989,3600,10516,"SUD,UX,AF,DVH,HVD"
WML,FMMC,Malaimbandy Madagascar,-20.3533,45.5531,10800,3921,
MAK,HSSM,Malakal Sudan,9.5558,31.6508,10800,6589,
MLG,WARA,Malang Indonesia,-7.9267,112.7139,25200,6464,
PDP,SULS,Maldonado Uruguay,-34.8569,-55.0981,-10800,6996,AR
MYD,HKML,Malindi Kenya,-3.2292,40.1017,10800,4622,KQD
MMX,ESMS,Malmo Sweden,55.5478,13.3531,3600,9183,KLD
MLE,VRMM,Malé Maldives,4.1914,73.5292,18000,10547,"SUD,SV"
MMH,KMMH,Mammoth Lakes CA,37.6239,-118.8389,-28800,6991,ASH
MJU,WAAJ,Mamuju Indonesia,-2.5914,119.026,28800,2500,
MJC,DIMN,Man Cote D'Ivoire,7.2719,-7.5875,0,6726,
MDC,WAMM,Manado Indonesia,1.5456,124.925,28800,8734,KLD
MGA,MNMG,Managua Nicaragua,12.1403,-86.1678,-21600,8015,"AM,DL,DVH,PAH"
WVK,FMSK,Manakara Madagascar,-22.1167,48.0164,10800,3937,
WMR,FMNC,Mananara Madagascar,-16.1689,49.7756,10800,2500,
MNJ,FMSM,Mananjary Madagascar,-21.2081,48.3556,10800,4921,
FRU,UCFM,Manas Kyrgyzstan,43.0614,74.4775,25200,13774,SUD
MAO,SBEG,Manaus Brazil,-3.04,-60.0506,-14400,8914,"DVH,GLO,PAH"
MHT,KMHT,Manchester NH,42.9333,-71.4375,-18000,9250,"DL,DVH,NEH,NW"
MAN,EGCC,Manchester United Kingdom,53.3528,-2.2731,0,10005,"AF,DL,DVH,KLD,KL,SV,VS"
WMD,FMSC,Mandabe Madagascar,-21.0339,44.9533,10800,3510,
MDL,VYMD,Mandalay Burma,21.7014,95.9775,23400,14072,
WMA,FMNX,Mandritsara Madagascar,-15.8339,48.8361,10800,3740,
XMH,NTGI,Manihl French Polynesia,-14.4375,-146.071,-39600,3051,
MNL,RPLL,Manila Philippines,14.5081,121.019,28800,11796,"DL,DVH,KLD,KL,NW,PAH,SV"
MBL,KMBL,Manistee MI,44.2722,-86.2467,-18000,5491,NCA
MTW,KMTW,Manitowoc WI,44.1286,-87.6806,-21600,5010,NCA
MJA,FMSJ,Manja Madagascar,-21.4164,44.3161,10800,5249,
MKT,KMKT,Mankato MN,44.2228,-93.9192,-21600,6627,WAH
MHG,EDFM,Mannheim Germany,49.4728,8.5142,3600,3479,KLD
MKW,WASR,Manokwari Indonesia,-0.8939,134.05,32400,2500,KLD
MKN,WAUU,Manokwari Indonesia WAUU,-0.8939,134.05,32400,6562,DVH
MFD,KMFD,Mansfield OH,40.8214,-82.5164,-18000,9004,
MEC,SEMT,Manta Ecuador,-0.9453,-80.6778,-18000,9336,
ZLO,MMZO,Manzanillo Mexico,19.1444,-104.559,-21600,7444,"AM,DL,DVH"
MPM,FQMA,Maputo Mozambique,-25.9208,32.5722,7200,12034,"KQD,KQ"
MDQ,SAZM,Mar del Plata Argentina,-37.9339,-57.5728,-10800,7216,AR
MAR,SVMC,Maracaibo Venezuela,10.5581,-71.7275,-14400,10140,"DVH,KLD,PAH"
MFQ,DRRM,Maradi Niger,13.5,7.1331,3600,6070,
N/A,SAWB,Marambio Antarctica,-64.2444,-56.6303,-10800,4134,
MTH,KMTH,Marathon FL,24.7258,-81.0508,-18000,5009,DVH
SLZ,SBSL,Marechal Cunha Machado Brazil,-2.5869,-44.2358,-7200,7887,
PMV,SVMG,Margarita Island Venezuela,10.9156,-63.965,-14400,10478,
MAI,KMAI,Marianna FL,30.8378,-85.1814,-18000,4908,NA
UIS,FSMA,Marie-Louise Island Seychelles,-6.1803,53.1464,14400,2500,
MHQ,EFMA,Mariehamn Åland Islands Findland,60.1217,19.8964,7200,6235,
DOM,TDPD,Marigot Dominica,15.5467,-61.3011,-14400,5750,SBS
MGF,SBMG,Maringa Brazil,-23.4181,-51.9058,-7200,6943,
MVR,FKKL,Maroua Cameroon,10.4542,14.2531,3600,6910,
MQT,KSAW,Marquette MI,46.3558,-87.4042,-21600,12427,"DL,DVH,NCA"
RAK,GMMX,Marrakech Morocco,31.6056,-8.0356,0,10168,"AF,HVD"
MRS,LFML,Marseille France,43.435,5.2131,3600,11571,AF
MHH,MYAM,Marsh Harbour Bahamas,26.51,-77.085,-18000,6110,DVH
MAJ,PKMJ,Marshall Islands Intl. Airport,7.0644,171.272,46800,7906,
MYV,KMYV,Marysville CA,39.0978,-121.57,-28800,6018,RW
MEE,NWWR,Maré Loyalty Islands New Caledonia,-21.4817,168.038,39600,3283,
MSH,OOMA,Masirah AB Oman,20.6753,58.8906,14400,2500,
MCW,KMCW,Mason City IA,43.1578,-93.3311,-21600,6518,NW
MSS,KMSS,Massena NY,44.9356,-74.8456,-18000,5603,
MVT,NTGV,Mataiva French Polynesia,-14.8694,-148.713,-39600,3937,
MAX,GOSM,Matam Senegal,15.5936,-13.3228,0,5249,
MAM,MMMA,Matamoros Mexico,25.7692,-97.5253,-21600,7568,AM
MYJ,RJOM,Matsuyama Japan,33.8267,132.699,32400,8212,
MUN,SVMT,Maturin Venezuela,9.7481,-63.1667,-14400,6902,
MOF,WATC,Maumere Indonesia,-8.6406,122.2369,28800,6070,
MAU,NTTP,Maupiti French Polynesia,-16.4264,-152.243,-39600,3068,
SEZ,FSIA,Maye Island Seychelles,-4.6742,55.5189,14400,9815,"KQD,KQ"
MZT,MMMZ,Mazatlan Mexico,23.1603,-106.266,-25200,8873,"AM,DL,DVH,NW"
MDK,FZEA,Mbandaka Democratic Rep Congo,0.0225,18.2883,3600,7141,
MFE,KMFE,McAllen TX,26.1756,-98.2381,-21600,7131,"DVH,NW"
TCM,KTCM,McChord Field Tacoma Washington,47.1375,-122.476,-28800,10112,
MCG,PAMC,McGrath AK,62.9528,-155.607,-32400,5465,DVH
ICE,NZIR,McMurdo Antarctica,-77.8672,167.056,46800,2500,
KNO,WIMM,Medan-Kualanamu Indonesia,3.6417,98.8831,25200,12340,
MES,WIMK,Medan-Soewondo-Polonia Indonesia,3.5581,98.6717,25200,9538,KLD
MDE,SKRG,Medelin Colombia,6.1639,-75.4231,-18000,11537,DVH
MFR,KMFR,Medford OR,42.3742,-122.873,-28800,8813,"RW,AS,DL,NW"
MEH,ENMH,Mehamn Norway,71.0294,27.8261,3600,2875,
MXZ,ZGMX,Meizhou China,24.2664,116.0997,28800,7874,
MKB,FOOE,Mekambo Gabon,0.9703,13.9517,3600,3609,
MEK,GMFM,Meknes Morocco,33.8844,-5.5281,0,2500,
MEL,YMML,Melbourne Australia,-37.6728,144.8419,39600,12031,"DVH,KLD,PAH,VA,VN,VAH"
MLB,KMLB,Melbourne FL,28.1025,-80.6453,-18000,10174,"DL,DVH,NA"
MLN,GEML,Melilla Spain,35.2794,-2.9564,-3600,4689,
MMB,RJCM,Memanbetsu Japan,43.8806,144.164,32400,8217,
MEM,KMEM,Memphis TN,35.0436,-89.9767,-21600,11155,"DL,DVH,NW"
MDZ,SAME,Mendoza Argentina,-32.8314,-68.7928,-10800,9579,AR
MNM,KMNM,Menominee MI,45.1267,-87.6383,-21600,5996,NCA
MAH,LEMH,Menorca Spain,39.8619,4.2181,3600,8376,HVD
MKQ,WAKK,Merauke Indonesia,-8.5203,140.418,32400,6119,
MCE,KMCE,Merced CA,37.2847,-120.5139,-28800,5919,DVH
MID,MMMD,Merida Mexico,20.9361,-89.6567,-21600,10516,"AM,NW,PAH"
MEI,KMEI,Meridian MS,32.3328,-88.7514,-21600,10020,"DVH,NW"
ETZ,LFJL,Metz France,48.9819,6.2511,3600,8183,
MXL,MMML,Mexicali Mexico,32.6306,-115.241,-28800,8490,AM
MEX,MMMX,Mexico City Mexico,19.4356,-99.0706,-21600,15441,"AM,AMH,AF,DL,DVH,KLD,KL,NW,PAH"
MIA,KMIA,Miami FL,25.7931,-80.2906,-18000,12994,"SU,AR,AM,UX,AF,AZ,DL,DVH,GLO,KLD,NA,NEH,NW,PAH,VS,WAH,WS"
MIG,ZUMY,Mian Yang China,31.43,104.739,28800,2500,
ZVA,FMMN,Miandrivazo Madagascar,-19.5667,45.45,10800,3609,
MAF,KMAF,Midland/Odessa TX,31.9417,-102.202,-21600,9536,"DVH,NW"
MDY,PMDY,Midway Island HI,28.2033,-177.379,-39600,7902,PAH
JMK,LGMK,Mikonos Greece,37.4367,25.3464,7200,6262,
LIN,LIML,Milan-Linate Italy,45.4453,9.2767,3600,8022,"AF,AZ,AZD,KL"
MXP,LIMC,Milan-Malpensa Italy,45.6314,8.7264,3600,12878,"SUD,AZ,OK,DL,DVH,ME,NW"
MHZ,EGUN,Mildenhall AB United Kingdom,52.3617,0.4864,0,9193,
MQL,YMIA,Mildura Australia,-34.2292,142.086,39600,5999,VA
MLS,KMLS,Miles City MT,46.4278,-105.886,-25200,5685,NW
MLF,KMLF,Milford UT,38.4258,-113.013,-25200,5016,DVH
MLT,KMLT,Millinocket ME,45.6478,-68.6856,-18000,4714,NEH
MKE,KMKE,Milwaukee WI,42.9467,-87.8967,-21600,9917,"DL,DVH,NCA,NW"
PDG,WIMG,Minangkabau Indonesia,-0.875,100.352,25200,7088,
MTT,MMMT,Minatitlan Mexico,18.1033,-94.5806,-21600,6916,AM
MRV,URMM,Mineralnye Vody Russia,44.2247,43.0831,10800,12800,SUD
YLP,CYLP,Mingan QC Canada,50.2911,-64.1453,-14400,2500,NEH
FCM,KFCM,Minneapolis Flying Cloud MN,44.8275,-93.4581,-21600,4994,NPA
MSP,KMSP,Minneapolis/St Paul MN,44.8803,-93.2167,-21600,10999,"AS,DL,DVH,NCA,NW,WAH"
MOT,KMOT,Minot ND,48.2592,-101.2797,-21600,7713,"DL,NCA,NW"
MSQ,UMMS,Minsk Belarus,53.8822,28.0319,7200,12057,SUD
MVX,FOGV,Minvoul Gabon,2.1578,12.1233,3600,3609,
MYY,WBGR,Miri Malaysia,4.3219,113.9867,28800,9059,
MSJ,RJSM,Misawa AB  Japan,40.7022,141.376,32400,10136,
MSO,KMSO,Missoula MT,46.9156,-114.091,-25200,9517,"AS,DL,DVH,NW"
MHE,KMHE,Mitchell SD,43.7744,-98.0381,-21600,6695,"NCA,NW"
MJI,HLLM,Mitiga Libya,32.8939,13.2758,3600,10993,
MZC,FOOM,Mitzic Gabon,0.7831,11.55,3600,4593,
KMI,RJFM,Miyazkai Japan,31.8769,131.448,32400,8611,
MQN,ENRA,Mo i Rana Nordland Norway,66.3639,14.3014,3600,2751,
CNY,KCNY,Moab Canyonlands Field UT,38.755,-109.755,-25200,7104,DL
MGX,FOGI,Moabi Gabon,-2.4364,11.0067,3600,3609,
MFF,FOOD,Moanda Gabon,-1.5378,13.2694,3600,5919,
MOB,KMOB,Mobile AL,30.6914,-88.2428,-21600,8537,"DL,DVH,NW"
MGQ,HCMM,Mogadishu Somalia,2.0144,45.3047,10800,10608,KQD
OHE,ZYMH,Mohe China,52.9119,122.43,28800,2500,
NWA,FMCI,Mohéli Comoros,-12.2981,43.7664,10800,4240,
MOL,ENML,Molde Norway,62.7444,7.2625,3600,6831,
MLI,KMLI,Moline/Quad Cities IL/IA,41.4481,-90.5069,-21600,10018,"DL,NW"
MBA,HKMO,Mombasa Kenya,-4.0281,39.5978,10800,11091,"KQD,KQ"
MIR,DTMB,Monastir Tunisia,35.7581,10.7539,3600,9633,HVD
LOV,MMMV,Monclova Mexico,26.9556,-101.47,-21600,7671,
YQM,CYQM,Moncton NB Canada,46.1119,-64.6783,-14400,10017,"NEH,WS"
MVO,FTTM,Mongo Chad,12.1667,18.6833,3600,5906,
MLU,KMLU,Monroe LA,32.5108,-92.0378,-21600,7518,"DL,DVH,NW"
ROB,GLRB,Monrovia Liberia,6.2392,-10.3592,0,11056,"DVH,KLD,PAH"
MBJ,MKJS,Montego Bay Jamaica,18.5031,-77.9128,-18000,8738,"DL,DVH,NW,PAH,VSD,WSH"
MRY,KMRY,Monterey CA,36.5875,-121.843,-28800,7611,RW
MTY,MMMY,Monterrey Mexico,25.7778,-100.106,-21600,10059,"AM,DL,DVH,NW"
MVD,SUMU,Montevideo Uruguay,-34.8375,-56.0306,-10800,10355,"AR,AF,GLO,KLD,PAH"
LEU,LESU,Montferrer Spain,42.3458,1.4144,3600,4515,
MGM,KMGM,Montgomery AL,32.3006,-86.3939,-21600,9002,"DL,DVH,NW"
MPL,LFMT,Montpelier France,43.5761,3.9628,3600,8543,AF
MPV,KMPV,Montpelier VT,44.2033,-72.5619,-18000,5010,NEH
YUL,CYUL,Montreal-Dorval Canada,45.4681,-73.7408,-18000,11030,"AM,AF,DL,DVH,KLD,KL,NEH,NW,WS,WSH"
MTJ,KMTJ,Montrose/Telluride CO,38.5081,-107.894,-25200,10025,DVH
YMX,CYMX,Montréal-Mirabel QC Canada,45.6817,-74.0053,-18000,12020,
MOZ,NTTM,Moorea French Polynesia,-17.4894,-149.762,-39600,4035,
MZI,GAMB,Mopti Mali,14.5083,-4.0842,0,8355,
TVA,FMMR,Morafenobe Madagascar,-17.85,44.9167,10800,2789,
MOV,YMRB,Moranbah Australia,-22.0578,148.077,39600,5027,VA
MLM,MMMM,Morelia Mexico,19.8497,-101.025,-21600,11125,AM
MGW,KMGW,Morgantown WV,39.6428,-79.9161,-18000,5210,
MXN,LFRU,Morlaix France,48.6006,-3.8167,3600,5304,
MXM,FMSR,Morombe Madagascar,-21.75,43.3667,10800,2500,
MOQ,FMMV,Morondava Madagascar,-20.2844,44.3178,10800,4921,
HAH,FMCH,Moroni Comoros,-11.5364,43.2706,10800,9559,"KQD,KQ"
OTI,WAEW,Morotai Indonesia,2.0542,128.3258,28800,7874,
DME,UUDD,Moscow-Domodedovo Russia,55.4075,37.9061,10800,12429,VN
SVO,UUEE,Moscow-Sheremetyevo Russia,55.9717,37.415,10800,11973,"SUD,SU,AF,DL,DVH,KL,PAH,SV"
VKO,UUWW,Moscow-Vnukovo Russia,55.5992,37.2731,10800,11458,
MWH,KMWH,Moses Lake WA,47.2083,-119.319,-28800,13513,NW
MSU,FXMM,Moshoeshoe Lesotho,-29.4436,27.5572,7200,10916,
MJF,ENMS,Mosjøen Norway,65.7833,13.2153,3600,3006,
MOM,GQNL,Moudjeria-Letfotar Mauritania,17.75,-12.5097,0,5249,
MJL,FOGM,Mouila Gabon,-1.8453,11.0564,3600,5906,
MQQ,FTTD,Moundou Chad,8.62,16.0683,3600,9896,
ISA,YBMA,Mount Isa Australia,-20.6625,139.488,36000,8429,VA
MPN,EGYP,Mount Pleasant Falkland Islands,-51.8222,-58.4458,-10800,8498,
UTT,FAUT,Mthata South Africa,-31.5461,28.6747,7200,6562,
BOM,VABB,Mumbai India,19.0878,72.8675,19800,11477,"AF,DL,DVH,JAD,KQD,PAH,SV"
MUC,EDDM,Munich Germany,48.3528,11.7856,3600,13097,"SUD,AF,DL,DVH,KLD,KL,PAH"
FMO,EDDG,Munster/Osnabruck Germany,52.1344,7.6847,3600,7104,
LRH,LFBR,Muret France,43.4492,1.2633,3600,3606,
MMK,ULMM,Murmansk Russia,68.7817,32.7506,10800,8203,SUD
MCT,OOMS,Muscat Oman,23.5925,58.2808,10800,11769,"KLD,KL,SV"
MSL,KMSL,Muscle Shoals AL,34.7453,-87.61,-21600,6690,NW
MKG,KMKG,Muskegon MI,43.1692,-86.2381,-18000,6495,"NCA,NW"
MYR,KMYR,Myrtle Beach SC,33.6792,-78.9281,-18000,9553,"DL,DVH,WSH"
MJT,LGMT,Mytilene Lesbos Island Greece,39.0567,26.5983,7200,7923,
NDJ,FTTJ,N'Djamena Chad,12.1331,15.0333,3600,9214,AF
KDJ,FOGJ,N'Djolé Gabon,-0.1897,10.7519,3600,2500,
NGE,FKKN,N'Gaoundéré Cameroon,7.3581,13.5614,3600,8889,
NZE,GUNZ,N'zerekore Guinea,7.8017,-8.7006,0,4944,
NAN,NFFN,Nadi Fiji,-17.7542,177.4428,39600,10536,"PAH,VA"
NGS,RJFU,Nagasaki Japan,32.9167,129.914,32400,9852,
NGO,RJGG,Nagoya-Centrair Japan,34.8572,136.8039,32400,11897,"MUD,DL,DVH,VN"
NKM,RJNA,Nagoya-Komaki Japan,35.255,136.924,32400,9010,"DVH,NW"
NBO,HKJK,Nairobi Kenya,-1.3189,36.9275,10800,13529,"AF,KQD,KQ,KLD,KL,PAH,SV"
